Bundesland,project_id,subject_area,funding_start_year,funding_end_year
Nordrhein-Westfalen,39030946,"Wärmeenergietechnik, Thermische Maschinen, Strömungsmechanik",2007,0
Nordrhein-Westfalen,39030946,"Verfahrenstechnik, Technische Chemie",2007,0
Nordrhein-Westfalen,39564019,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,1
Nordrhein-Westfalen,39584176,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,1
Nordrhein-Westfalen,39584204,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,1
Nordrhein-Westfalen,46855068,"Architektur, Bau- und Konstruktionsgeschichte, Bauforschung, Ressourcenökonomie im Bauwesen",2007,1
Nordrhein-Westfalen,46855068,"Konstruktiver Ingenieurbau, Bauinformatik und Baubetrieb",2007,1
Nordrhein-Westfalen,48206729,Allgemeine Theoretische Chemie,2007,0
Nordrhein-Westfalen,48226368,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,0
Nordrhein-Westfalen,48226614,Thermodynamik und Kinetik von Werkstoffen,2007,0
Nordrhein-Westfalen,48226790,Mikrostrukturelle mechanische Eigenschaften von Materialien,2007,1
Nordrhein-Westfalen,48226856,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,0
Nordrhein-Westfalen,48247189,"FK Rohstoffe, Material- und Werkstoffwissenschaften",2007,1
Nordrhein-Westfalen,48247316,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,0
Nordrhein-Westfalen,48247392,Ur- und Umformtechnik,2007,0
Nordrhein-Westfalen,48247585,Ur- und Umformtechnik,2007,0
Nordrhein-Westfalen,48247695,Thermodynamik und Kinetik von Werkstoffen,2007,0
Nordrhein-Westfalen,48247786,Strukturierung und Funktionalisierung,2007,0
Nordrhein-Westfalen,48267625,Strukturierung und Funktionalisierung,2007,0
Nordrhein-Westfalen,48267707,Mikrostrukturelle mechanische Eigenschaften von Materialien,2007,0
Nordrhein-Westfalen,48268186,Mikrostrukturelle mechanische Eigenschaften von Materialien,2007,0
Nordrhein-Westfalen,48268266,Metallurgische und thermische Prozesse und thermomechanische Behandlung von Werkstoffen,2007,1
Nordrhein-Westfalen,48308985,Mechanisches Verhalten von Konstruktionswerkstoffen,2007,0
Nordrhein-Westfalen,48309139,Materialwissenschaft und Werkstofftechnik,2007,0
Nordrhein-Westfalen,49496455,Produktionstechnik,2007,1
Nordrhein-Westfalen,49517003,Physik der kondensierten Materie,2007,1
Nordrhein-Westfalen,49579088,Mechanik und Konstruktiver Maschinenbau,2007,1
Nordrhein-Westfalen,49579902,Bauwesen und Architektur,2007,1
Nordrhein-Westfalen,49580018,Materialwissenschaft,2007,1
Nordrhein-Westfalen,49580626,Produktionstechnik,2007,1
Nordrhein-Westfalen,49844795,"Geochemie, Mineralogie und Kristallographie",2007,1
Nordrhein-Westfalen,49865038,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Nordrhein-Westfalen,49885963,Mechanik und Konstruktiver Maschinenbau,2007,1
Nordrhein-Westfalen,51790576,Medizin,2007,1
Nordrhein-Westfalen,51790678,Werkstofftechnik,2007,1
Nordrhein-Westfalen,52753265,,2007,1
Nordrhein-Westfalen,53653758,"Konstruktion, Maschinenelemente, Produktentwicklung",2007,1
Sachsen-Anhalt,52199555,Elektrotechnik und Informationstechnik,2007,1
Sachsen-Anhalt,55764423,Molekülchemie,2007,1
Sachsen-Anhalt,58508937,Produktionstechnik,2007,1
Sachsen-Anhalt,59655738,"Verfahrenstechnik, Technische Chemie",2007,1
Freistaat Thüringen,34139457,Frühneuzeitliche Geschichte,2007,1
Freistaat Thüringen,34139457,Evangelische Theologie,2007,1
Freistaat Thüringen,52016042,Mittelalterliche Geschichte,2007,1
Freistaat Thüringen,64713972,Mittelalterliche Geschichte,2007,1
Nordrhein-Westfalen,37128542,Pflanzenphysiologie,2007,1
Nordrhein-Westfalen,37128922,Biochemie und Biophysik der Pflanzen,2007,1
Nordrhein-Westfalen,37129136,Biologie,2007,1
Nordrhein-Westfalen,49947286,Neurowissenschaft,2007,1
Nordrhein-Westfalen,50398190,"Festkörper- und Oberflächenchemie, Materialsynthese",2007,1
Nordrhein-Westfalen,58201600,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Nordrhein-Westfalen,58488494,Experimentelle Physik der kondensierten Materie,2007,1
Nordrhein-Westfalen,59286709,Grundlagen der Biologie und Medizin,2007,1
Nordrhein-Westfalen,36393019,,2007,1
Nordrhein-Westfalen,39010820,Medizin,2007,0
Nordrhein-Westfalen,39010820,Medizin,2007,0
Nordrhein-Westfalen,39010820,Medizin,2007,0
Nordrhein-Westfalen,39010820,Medizin,2007,0
Nordrhein-Westfalen,34240531,Kunstgeschichte,2007,1
Nordrhein-Westfalen,37966715,Immunologie,2007,1
Nordrhein-Westfalen,42676979,Theoretische Physik der kondensierten Materie,2007,1
Nordrhein-Westfalen,42677098,Experimentelle Physik der kondensierten Materie,2007,1
Nordrhein-Westfalen,46281172,Zellbiologie,2007,1
Nordrhein-Westfalen,46342341,Zellbiologie,2007,1
Nordrhein-Westfalen,46342375,Biochemie und Biophysik der Pflanzen,2007,1
Nordrhein-Westfalen,46342558,Zellbiologie,2007,1
Nordrhein-Westfalen,46343017,Biochemie und Biophysik der Pflanzen,2007,1
Nordrhein-Westfalen,46383379,"Stoffwechselphysiologie, Biochemie und Genetik der Mikroorganismen",2007,1
Nordrhein-Westfalen,46383420,"Stoffwechselphysiologie, Biochemie und Genetik der Mikroorganismen",2007,1
Nordrhein-Westfalen,49128407,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",2007,1
Nordrhein-Westfalen,49148081,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",2007,1
Nordrhein-Westfalen,49168719,Mathematik,2007,1
Nordrhein-Westfalen,49168878,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",2007,1
Nordrhein-Westfalen,49189051,Mathematik,2007,1
Nordrhein-Westfalen,49189492,Mathematik,2007,1
Nordrhein-Westfalen,49599460,Physik der kondensierten Materie,2007,0
Nordrhein-Westfalen,49599460,"Teilchen, Kerne und Felder",2007,0
Nordrhein-Westfalen,49599460,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,0
Nordrhein-Westfalen,49599460,"Statistische Physik, Weiche Materie, Biologische Physik, Nichtlineare Dynamik",2007,0
Nordrhein-Westfalen,49599460,Astrophysik und Astronomie,2007,0
Nordrhein-Westfalen,49987677,Grundlagen der Biologie und Medizin,2007,1
Nordrhein-Westfalen,50357144,"Teilchen, Kerne und Felder",2007,1
Nordrhein-Westfalen,52425103,Medizin,2007,1
Nordrhein-Westfalen,52465780,,2007,1
Nordrhein-Westfalen,58181537,Physikalische und Theoretische Chemie,2007,1
Nordrhein-Westfalen,58324915,Grundlagen der Biologie und Medizin,2007,1
Nordrhein-Westfalen,61150317,Immunologie,2007,1
Nordrhein-Westfalen,33586367,Klassische Archäologie,2007,1
Nordrhein-Westfalen,34220904,,2007,1
Nordrhein-Westfalen,36392399,,2007,1
Nordrhein-Westfalen,51319718,,2007,1
Schleswig-Holstein,13266514,Chemie,2007,0
Schleswig-Holstein,13266514,Physik,2007,0
Schleswig-Holstein,13266514,Medizin,2007,0
Schleswig-Holstein,13266514,Biologie,2007,0
Schleswig-Holstein,13266514,"Informatik, System- und Elektrotechnik",2007,0
Schleswig-Holstein,13266514,Materialwissenschaft und Werkstofftechnik,2007,0
Schleswig-Holstein,13266514,Chemie,2007,0
Schleswig-Holstein,13266514,Physik,2007,0
Schleswig-Holstein,13266514,Medizin,2007,0
Schleswig-Holstein,13266514,Biologie,2007,0
Schleswig-Holstein,13266514,"Informatik, System- und Elektrotechnik",2007,0
Schleswig-Holstein,13266514,Materialwissenschaft und Werkstofftechnik,2007,0
Schleswig-Holstein,39071778,Alte Kulturen,2007,0
Schleswig-Holstein,39071778,Geographie,2007,0
Schleswig-Holstein,45298238,"Physik, Chemie und Biologie des Meeres",2007,1
Schleswig-Holstein,47244191,Immunologie,2007,1
Schleswig-Holstein,48390558,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2007,0
Schleswig-Holstein,48390558,Allgemeine Theoretische Chemie,2007,0
Schleswig-Holstein,48411104,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,1
Schleswig-Holstein,48411389,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,0
Schleswig-Holstein,48411389,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2007,0
Schleswig-Holstein,48411470,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,1
Schleswig-Holstein,48411526,Experimentelle Physik der kondensierten Materie,2007,1
Schleswig-Holstein,48411583,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2007,1
Schleswig-Holstein,48411605,Experimentelle Physik der kondensierten Materie,2007,1
Schleswig-Holstein,48431244,"Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung",2007,0
Schleswig-Holstein,48431244,Experimentelle Physik der kondensierten Materie,2007,0
Schleswig-Holstein,48431304,"Physikalische Chemie von Festkörpern und Oberflächen, Materialcharakterisierung",2007,0
Schleswig-Holstein,48431304,Experimentelle Physik der kondensierten Materie,2007,0
Schleswig-Holstein,48431340,Verbundwerkstoffe,2007,0
Schleswig-Holstein,48431340,Herstellung und Eigenschaften von Funktionsmaterialien,2007,0
Schleswig-Holstein,48431542,"Festkörper- und Oberflächenchemie, Materialsynthese",2007,1
Schleswig-Holstein,48431589,"Festkörper- und Oberflächenchemie, Materialsynthese",2007,1
Schleswig-Holstein,48431589,"Anorganische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,1
Schleswig-Holstein,48431670,Polymermaterialien,2007,1
Schleswig-Holstein,48431736,Chemie,2007,0
Schleswig-Holstein,49701054,"Mikrobiologie, Virologie und Immunologie",2007,0
Schleswig-Holstein,49701054,"Mikrobiologie, Virologie und Immunologie",2007,0
Schleswig-Holstein,51175737,Physikalische und Theoretische Chemie,2007,1
Schleswig-Holstein,58549756,Physik und Chemie der Atmosphäre,2007,1
Schleswig-Holstein,59347968,Geologie und Paläontologie,2007,1
Schleswig-Holstein,63280719,Physik der kondensierten Materie,2007,1
Schleswig-Holstein,63444137,Zoologie,2007,1
Schleswig-Holstein,39973027,,2007,1
Schleswig-Holstein,36370457,,2007,1
Schleswig-Holstein,34385056,,2007,1
Freistaat Bayern,36494958,Kunstgeschichte,2007,1
Freistaat Bayern,63403952,Frühneuzeitliche Geschichte,2007,1
Freistaat Bayern,59819460,Elektrotechnik und Informationstechnik,2007,1
Nordrhein-Westfalen,21971595,Biologie,2007,1
Nordrhein-Westfalen,21971595,Medizin,2007,1
Nordrhein-Westfalen,21971595,Biologie,2007,1
Nordrhein-Westfalen,21971595,Medizin,2007,1
Nordrhein-Westfalen,47817134,Zellbiologie,2007,1
Nordrhein-Westfalen,47837256,Zellbiologie,2007,1
Nordrhein-Westfalen,47837300,Allgemeine Genetik,2007,1
Nordrhein-Westfalen,47837381,Zellbiologie,2007,1
Nordrhein-Westfalen,47837441,Biochemie,2007,1
Nordrhein-Westfalen,47837516,Zellbiologie,2007,1
Nordrhein-Westfalen,47857804,Dermatologie,2007,1
Nordrhein-Westfalen,47857892,Zellbiologie,2007,1
Nordrhein-Westfalen,47857965,Dermatologie,2007,1
Nordrhein-Westfalen,47858085,Dermatologie,2007,1
Nordrhein-Westfalen,47858340,Dermatologie,2007,1
Nordrhein-Westfalen,47899032,Dermatologie,2007,1
Nordrhein-Westfalen,47899186,Dermatologie,2007,1
Nordrhein-Westfalen,47919525,Biologie,2007,1
Nordrhein-Westfalen,49762861,Biochemie,2007,1
Nordrhein-Westfalen,55149589,Pflanzenwissenschaften,2007,1
Nordrhein-Westfalen,59614527,Biologische Chemie und Lebensmittelchemie,2007,1
Nordrhein-Westfalen,62297792,Grundlagen der Biologie und Medizin,2007,1
Nordrhein-Westfalen,49619325,Produktionstechnik,2007,0
Nordrhein-Westfalen,49619325,Mechanik und Konstruktiver Maschinenbau,2007,0
Baden-Württemberg,49619325,Produktionstechnik,2007,0
Baden-Württemberg,49619325,Mechanik und Konstruktiver Maschinenbau,2007,0
Baden-Württemberg,49619325,Produktionstechnik,2007,0
Baden-Württemberg,49619325,Mechanik und Konstruktiver Maschinenbau,2007,0
Baden-Württemberg,49619325,Produktionstechnik,2007,0
Baden-Württemberg,49619325,Mechanik und Konstruktiver Maschinenbau,2007,0
Nordrhein-Westfalen,37883968,Einzelsprachwissenschaften,2007,1
Freistaat Bayern,968378,Psychologie,2007,1
Freistaat Bayern,19719780,Pflanzenwissenschaften,2007,1
Freistaat Bayern,30798236,"Medizinische Mikrobiologie, Parasitologie, medizinische Mykologie und Hygiene, Molekulare Infektionsbiologie",2007,1
Freistaat Bayern,30798365,"Medizinische Mikrobiologie, Parasitologie, medizinische Mykologie und Hygiene, Molekulare Infektionsbiologie",2007,1
Freistaat Bayern,30798927,"Medizinische Mikrobiologie, Parasitologie, medizinische Mykologie und Hygiene, Molekulare Infektionsbiologie",2007,1
Freistaat Bayern,30799666,Virologie,2007,1
Freistaat Bayern,30799721,Immunologie,2007,1
Freistaat Bayern,44790365,Immunologie,2007,1
Freistaat Bayern,45810042,Pharmazie,2007,1
Freistaat Bayern,45830190,Bioinformatik und Theoretische Biologie,2007,1
Freistaat Bayern,45830319,Pharmazie,2007,1
Freistaat Bayern,45830672,Chemie,2007,1
Freistaat Bayern,50234142,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,50254429,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,50971000,Astrophysik und Astronomie,2007,1
Freistaat Bayern,53551925,Physik der kondensierten Materie,2007,1
Freistaat Bayern,53694558,Grundlagen der Biologie und Medizin,2007,1
Freistaat Bayern,59061456,Zellbiologie,2007,1
Freistaat Bayern,65389717,"Molekulare und Zelluläre Neurologie, Neuropathologie",2007,1
Freistaat Bayern,62072733,Katholische Theologie,2007,1
Mecklenburg-Vorpommern,49865514,Evolution und Systematik der Pflanzen und Pilze,2007,1
Mecklenburg-Vorpommern,34384908,,2007,1
Freistaat Bayern,34262592,Kunstgeschichte,2007,1
Freistaat Bayern,13573508,Physik,2007,1
Freistaat Bayern,13573508,Physik,2007,1
Baden-Württemberg,13573508,Physik,2007,1
Freistaat Bayern,13573508,Physik,2007,1
Freistaat Bayern,36249257,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,36250486,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37620115,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37620561,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37620714,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37620735,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37640220,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37640243,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37640292,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37641011,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37641050,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37660848,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37661110,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37661131,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37661214,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,37661287,Physik,2007,1
Freistaat Bayern,47407985,Experimentelle Physik der kondensierten Materie,2007,1
Freistaat Bayern,47448399,Experimentelle Physik der kondensierten Materie,2007,1
Freistaat Bayern,47550869,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,47551099,"Kern- und Elementarteilchenphysik, Quantenmechanik, Relativitätstheorie, Felder",2007,1
Freistaat Bayern,47592169,Theoretische Physik der kondensierten Materie,2007,1
Freistaat Bayern,47612665,Theoretische Physik der kondensierten Materie,2007,1
Freistaat Bayern,49844973,"Analytik, Methodenentwicklung (Chemie)",2007,1
Freistaat Bayern,49886174,Elektrotechnik und Informationstechnik,2007,1
Freistaat Bayern,50643038,Materialwissenschaft,2007,1
Freistaat Bayern,52814781,,2007,1
Freistaat Bayern,52814825,,2007,1
Freistaat Bayern,53633990,Pflanzenwissenschaften,2007,1
Freistaat Bayern,55478271,Bauwesen und Architektur,2007,1
Freistaat Bayern,55600378,Bauwesen und Architektur,2007,1
Freistaat Bayern,58201437,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,66516074,Biologische Chemie und Lebensmittelchemie,2007,1
Freistaat Bayern,34221405,,2007,1
Freistaat Bayern,36084278,,2007,1
Freistaat Bayern,36084278,,2007,1
Freistaat Bayern,36393148,,2007,1
Freistaat Bayern,38150148,Klassische Philologie,2007,1
Freistaat Bayern,52261263,,2007,1
Freistaat Bayern,53142025,Klassische Philologie,2007,1
Freistaat Bayern,53346764,Wissenschaftsgeschichte,2007,1
Freistaat Bayern,54125129,,2007,1
Freistaat Bayern,56440782,,2007,1
Freistaat Bayern,60331683,Mittelalterliche Geschichte,2007,1
Freistaat Bayern,33483533,Mittelalterliche Geschichte,2007,1
Freistaat Bayern,49127872,,2007,1
Freistaat Bayern,27112786,Chemie,2007,0
Freistaat Bayern,27112786,Biologie,2007,0
Freistaat Bayern,27112786,Physik,2007,0
Freistaat Bayern,31497242,Strukturbiologie,2007,1
Freistaat Bayern,48165228,Biologische Chemie und Lebensmittelchemie,2007,1
Freistaat Bayern,48493021,Biochemie,2007,1
Freistaat Bayern,48493273,Biologische und Biomimetische Chemie,2007,1
Freistaat Bayern,48493357,Biologische und Biomimetische Chemie,2007,0
Freistaat Bayern,48697577,Biologische und Biomimetische Chemie,2007,0
Freistaat Bayern,48697719,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,48697909,Strukturbiologie,2007,1
Freistaat Bayern,48717874,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,0
Freistaat Bayern,48717933,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,0
Freistaat Bayern,48780881,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2007,0
Freistaat Bayern,48780881,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2007,0
Freistaat Bayern,48781037,"Physikalische Chemie von Molekülen, Flüssigkeiten und Grenzflächen - Spektroskopie, Kinetik",2007,1
Freistaat Bayern,48781140,Biologische und Biomimetische Chemie,2007,1
Freistaat Bayern,48781194,Allgemeine Theoretische Chemie,2007,0
Freistaat Bayern,48781287,Allgemeine Theoretische Chemie,2007,1
Freistaat Bayern,48799777,Biologische und Biomimetische Chemie,2007,1
Freistaat Bayern,48799915,Chemie,2007,0
Freistaat Bayern,52015230,Geophysik und Geodäsie,2007,1
Freistaat Bayern,52261216,"Geochemie, Mineralogie und Kristallographie",2007,1
Freistaat Bayern,52814716,Biologische Chemie und Lebensmittelchemie,2007,1
Freistaat Bayern,52895791,Medizin,2007,1
Freistaat Bayern,53759087,Physik der kondensierten Materie,2007,1
Freistaat Bayern,58631255,Neurowissenschaft,2007,1
Freistaat Bayern,61539830,"Optik, Quantenoptik und Physik der Atome, Moleküle und Plasmen",2007,1
Freistaat Bayern,56276261,Mittelalterliche Geschichte,2007,1
Brandenburg,39215448,Geschichtswissenschaften,2007,0
Brandenburg,39215448,Geschichtswissenschaften,2007,0
Brandenburg,39215448,Geschichtswissenschaften,2007,0
Brandenburg,39215448,Geschichtswissenschaften,2007,0
Brandenburg,39215448,Geschichtswissenschaften,2007,0
Baden-Württemberg,39215448,Geschichtswissenschaften,2007,0
Brandenburg,35694823,Frühneuzeitliche Geschichte,2007,1
Brandenburg,31867626,Physik,2007,0
Brandenburg,31867626,Chemie,2007,0
Rheinland-Pfalz,31867626,Physik,2007,0
Rheinland-Pfalz,31867626,Chemie,2007,0
Brandenburg,34855524,Biochemie,2007,1
Brandenburg,35511189,Biochemie,2007,1
Brandenburg,35511946,Biochemie,2007,1
Brandenburg,35512042,Biochemie,2007,1
Brandenburg,35512086,Biochemie,2007,1
Brandenburg,35512172,Biochemie,2007,1
Brandenburg,35530842,Biochemie,2007,1
Brandenburg,35530930,Biochemie,2007,1
Brandenburg,35531094,Biochemie,2007,1
Brandenburg,35531211,Biochemie,2007,1
Brandenburg,35531287,Biochemie,2007,1
Brandenburg,35531372,Biochemie,2007,1
Brandenburg,35531441,Biochemie,2007,1
Brandenburg,42963854,Physik und Chemie der Atmosphäre,2007,1
Brandenburg,48104177,Grundlagen der Biologie und Medizin,2007,1
Brandenburg,48287960,Ur- und Frühgeschichte (weltweit),2007,1
Brandenburg,52957447,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2007,1
Brandenburg,52957885,"Optik, Quantenoptik, Physik der Atome, Moleküle und Plasmen",2007,1
Brandenburg,52958142,Theoretische Physik der kondensierten Materie,2007,0
Brandenburg,52977852,Theoretische Physik der kondensierten Materie,2007,0
Brandenburg,52978115,Theoretische Physik der kondensierten Materie,2007,1
Brandenburg,52978164,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,52978281,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,52978361,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,52978481,Theoretische Physik der kondensierten Materie,2007,0
Brandenburg,52978554,Theoretische Physik der kondensierten Materie,2007,0
Brandenburg,52978597,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,52978642,"Organische Molekülchemie - Synthese, Charakterisierung, Theorie und Modellierung",2007,0
Brandenburg,52998167,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,53018665,Theoretische Physik der kondensierten Materie,2007,1
Brandenburg,53018777,Experimentelle Physik der kondensierten Materie,2007,0
Brandenburg,53019055,Theoretische Physik der kondensierten Materie,2007,0
Brandenburg,53019133,Experimentelle Physik der kondensierten Materie,2007,1
Brandenburg,53019217,Physik,2007,0
Brandenburg,53039172,Physik,2007,0
Brandenburg,55661820,Medizin,2007,1
Brandenburg,36628167,,2007,1
 Berlin,30675345,Zell- und Entwicklungsbiologie der Pflanzen,2007,1
 Berlin,29773914,Medizin,2007,1
 Berlin,29773914,Materialwissenschaft und Werkstofftechnik,2007,1
 Berlin,29773914,Mathematik,2007,1
Brandenburg,29773914,Medizin,2007,1
Brandenburg,29773914,Materialwissenschaft und Werkstofftechnik,2007,1
Brandenburg,29773914,Mathematik,2007,1
Schleswig-Holstein,29773914,Medizin,2007,1
Schleswig-Holstein,29773914,Materialwissenschaft und Werkstofftechnik,2007,1
Schleswig-Holstein,29773914,Mathematik,2007,1
 Berlin,34281576,Kunstgeschichte,2007,1
 Berlin,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
 Berlin,39932880,Literaturwissenschaft,2007,1
 Berlin,39932880,Geschichtswissenschaften,2007,1
 Berlin,39932880,Sprachwissenschaften,2007,1
 Berlin,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
 Berlin,39932880,Philosophie,2007,1
 Berlin,39932880,Psychologie,2007,1
 Berlin,39932880,Sozialwissenschaften,2007,1
 Berlin,39932880,Neurowissenschaft,2007,1
 Berlin,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
 Berlin,39932880,Literaturwissenschaft,2007,1
 Berlin,39932880,Geschichtswissenschaften,2007,1
 Berlin,39932880,Sprachwissenschaften,2007,1
 Berlin,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
 Berlin,39932880,Philosophie,2007,1
 Berlin,39932880,Psychologie,2007,1
 Berlin,39932880,Sozialwissenschaften,2007,1
 Berlin,39932880,Neurowissenschaft,2007,1
 Berlin,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
 Berlin,39932880,Literaturwissenschaft,2007,1
 Berlin,39932880,Geschichtswissenschaften,2007,1
 Berlin,39932880,Sprachwissenschaften,2007,1
 Berlin,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
 Berlin,39932880,Philosophie,2007,1
 Berlin,39932880,Psychologie,2007,1
 Berlin,39932880,Sozialwissenschaften,2007,1
 Berlin,39932880,Neurowissenschaft,2007,1
 Berlin,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
 Berlin,39932880,Literaturwissenschaft,2007,1
 Berlin,39932880,Geschichtswissenschaften,2007,1
 Berlin,39932880,Sprachwissenschaften,2007,1
 Berlin,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
 Berlin,39932880,Philosophie,2007,1
 Berlin,39932880,Psychologie,2007,1
 Berlin,39932880,Sozialwissenschaften,2007,1
 Berlin,39932880,Neurowissenschaft,2007,1
Freistaat Sachsen,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
Freistaat Sachsen,39932880,Literaturwissenschaft,2007,1
Freistaat Sachsen,39932880,Geschichtswissenschaften,2007,1
Freistaat Sachsen,39932880,Sprachwissenschaften,2007,1
Freistaat Sachsen,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
Freistaat Sachsen,39932880,Philosophie,2007,1
Freistaat Sachsen,39932880,Psychologie,2007,1
Freistaat Sachsen,39932880,Sozialwissenschaften,2007,1
Freistaat Sachsen,39932880,Neurowissenschaft,2007,1
Freistaat Sachsen,39932880,"Kunst-, Musik-, Theater- und Medienwissenschaften",2007,1
Freistaat Sachsen,39932880,Literaturwissenschaft,2007,1
Freistaat Sachsen,39932880,Geschichtswissenschaften,2007,1
Freistaat Sachsen,39932880,Sprachwissenschaften,2007,1
Freistaat Sachsen,39932880,"Sozial- und Kulturanthropologie, Außereuropäische Kulturen, Judaistik und Religionswissenschaft",2007,1
Freistaat Sachsen,39932880,Philosophie,2007,1
Freistaat Sachsen,39932880,Psychologie,2007,1
Freistaat Sachsen,39932880,Sozialwissenschaften,2007,1
Freistaat Sachsen,39932880,Neurowissenschaft,2007,1
 Berlin,25065445,Biologie,2007,1
 Berlin,25065445,Medizin,2007,1
 Berlin,25065445,Biologie,2007,1
 Berlin,25065445,Medizin,2007,1
 Berlin,25065445,Biologie,2007,1
 Berlin,25065445,Medizin,2007,1
 Berlin,39052126,Medizin,2007,0
 Berlin,39052126,Medizin,2007,0
 Berlin,39052126,Medizin,2007,0
